idptar;nomptar;STIF;CodeINSEE;X;Y;coord;UFR;AnnonceSonoreProchainPassage;AnnonceVisuelleProchainPassage;AnnonceSonoreSituationsPerturbees;AnnonceVisuelleSituationsPerturbees;PAQT;AccessibiliteQuaiTrain
140078;Saint-Denis-Université;1001100130001;93066;601872;2438656;48.9461108318, 2.36204518966;0;1;1;1;1;0;0
2464;Saint-François-Xavier;1001100130001;75107;598379;2428071;48.850982519, 2.31442986127;0;1;1;1;1;0;0
2426;Porte de Saint-Ouen;1001100130001;75118;599451;2433248;48.897511692, 2.32902164388;0;1;1;1;1;0;0
2224;Châtillon Montrouge;1001100130001;92020;597412;2423543;48.8102833227, 2.30128886764;0;1;1;1;1;0;0
1692061;Carrefour-Pleyel;1001100130001;93070;600543;2435744;48.9199434643, 2.34390941645;0;1;1;1;1;0;0
2427;Porte de Vanves;1001100130001;75114;597635;2425488;48.8277652858, 2.30431234743;0;1;1;1;1;0;0
2406;Place de Clichy;1001100130001;75109;599322;2431656;48.8832039591, 2.32726602131;0;1;1;1;1;0;0
2203;Gaîté;1001100130001;75114;598972;2426710;48.8387517806, 2.32250918289;0;1;1;1;1;0;0
2325;Liège;1001100130001;75108;599292;2431248;48.8795371256, 2.32685794394;0;1;1;1;1;0;0
2194;Boulogne Pont de Saint-Cloud;1001100100001;92012;592054;2426930;48.8406801223, 2.22831365839;0;1;1;1;1;0;0
2193;Boulogne-Jean-Jaurès;1001100100001;92012;592829;2427107;48.8422801027, 2.23886297203;0;1;1;1;1;0;0
1977;Cluny-La Sorbonne;1001100100001;75105;600626;2428050;48.8507957149, 2.34503088503;0;1;1;1;1;0;0
2106;Avenue Emile-Zola;1001100100001;75115;596985;2427612;48.8468521112, 2.2954488246;0;1;1;1;1;0;0
2460;Saint-Augustin;1001100090001;75108;598842;2430675;48.8743867195, 2.32072782863;0;1;1;1;1;0;0
2278;Maraîchers;1001100090001;75120;605131;2428253;48.8526003616, 2.40638498623;0;1;1;1;1;0;0
1818;Mirabeau;1001100100001;75116;595342;2427639;48.8470848181, 2.27307491159;0;1;1;1;1;0;0
2151;Charonne;1001100090001;75111;603563;2428479;48.8546420067, 2.38503219;0;1;1;1;1;0;0
2500;Vaneau;1001100100001;75107;598879;2427817;48.8487008088, 2.32123987861;0;1;1;1;1;0;0
2252;Duroc;1001100100001;75107;598563;2427611;48.8468487281, 2.3169373075;0;1;1;1;1;0;0
1166828;Cour Saint-Emilion;1001100140001;75112;603731;2426106;48.8333136748, 2.38729970105;1;0;1;1;1;0;1
2091;Funiculaire Gare haute;1001101000001;75118;600485;2431919;48.8855678748, 2.34311459507;1;0;0;0;0;0;1
2419;Porte de Clichy;1001100130001;75117;598320;2432901;48.8943910919, 2.31360657277;0;1;1;1;1;0;0
2430;Porte des Lilas;1001101030001;75120;605128;2430961;48.8769381827, 2.4063765636;0;1;1;1;1;0;0
1752;Porte des Lilas;1001101030001;75120;605128;2430961;48.8769381827, 2.4063765636;0;1;1;1;1;0;0
1166824;Olympiades;1001100140001;75113;602243;2425397;48.8269482412, 2.36703843005;1;0;1;1;1;0;1
2202;Gabriel-Péri;1001100130001;92004;596907;2435370;48.9165747952, 2.29432896135;0;1;1;1;1;0;0
1166835;Châtelet;1001100140001;75101;600797;2428958;48.8589561406, 2.34736125188;1;0;1;1;1;0;1
2165;Brochant;1001100130001;75117;598803;2432481;48.8906176051, 2.3201911209;0;1;1;1;1;0;0
1166830;Bercy;1001100140001;75112;603151;2426910;48.8405427422, 2.37940945979;1;0;1;1;1;0;1
1993;Croix-de-Chavaux (Jacques Duclos);1001100090001;93048;607295;2428856;48.8579990325, 2.43586689234;0;1;1;1;1;0;0
2441;Saint-Philippe du Roule;1001100090001;75108;598111;2430462;48.872470625, 2.3107690979;0;1;1;1;1;0;0
3343825;Pointe du Lac;1001100080001;94028;609498;2418858;48.7681110356, 2.46565028571;0;1;1;1;1;0;0
1804;Pont de Sèvres;1001100090001;92012;592215;2425707;48.8296902972, 2.23052843086;0;1;1;1;1;0;0
1709;Rue des Boulets;1001100090001;75111;603863;2428210;48.8522226724, 2.38911564759;0;1;1;1;1;0;0
2162;Alma-Marceau;1001100090001;75116;597412;2429553;48.8642986303, 2.30125140712;0;1;1;1;1;0;0
2549;Billancourt;1001100090001;92012;592776;2425973;48.8320876035, 2.23816077354;0;1;1;1;1;0;0
1762;Ranelagh;1001100090001;75116;595114;2428576;48.8555043622, 2.26995917492;0;1;1;1;1;0;0
1844;Oberkampf;1001100090001;75111;602368;2429553;48.8642999032, 2.36876264947;0;1;1;1;1;0;0
2483;Saint-Rémy-lès-Chevreuse;1001110020001;78575;580419;2411625;48.7028686434, 2.07060021119;1;0;1;1;1;1;4
2130;Bures-sur-Yvette;1001110020001;91122;587228;2410812;48.6957326095, 2.16308967182;1;0;1;1;1;1;4
2385;Palaiseau;1001110020001;91477;593374;2413270;48.7179193959, 2.24650141299;1;0;1;1;1;1;4
2506;Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse);1001100070001;94076;602332;2421953;48.7959940916, 2.36823144858;0;1;1;1;1;0;0
2529;Place Monge (Jardin des Plantes);1001100070001;75105;601146;2427201;48.843164652, 2.35211035908;0;1;1;1;1;0;0
2505;Villejuif-L1s Aragon;1001100070001;94076;602250;2420912;48.7866379703, 2.36711052405;0;1;1;1;1;0;0
2418;Porte de Choisy;1001100070001;75113;602066;2424600;48.819785644, 2.3646252716;0;1;1;1;1;0;0
3343746;Félix Faure;1001100080001;75115;596748;2427164;48.8428245269, 2.29222496289;0;1;1;1;1;0;0
2272;Maison Blanche;1001100070001;75113;601585;2424944;48.8228787343, 2.35807989096;0;1;1;1;1;0;0
2528;Place d'Italie;1001100070001;75113;601383;2425909;48.8315522619, 2.35533343989;0;1;1;1;1;0;0
2345;Pont Neuf;1001100070001;75101;600412;2428911;48.8585340615, 2.34211723533;0;1;1;1;1;0;0
2495;Tolbiac;1001100070001;75113;601507;2425309;48.8261594131, 2.35701946286;0;1;1;1;1;0;0
2448;Riquet;1001100070001;75119;602783;2432234;48.8883931911, 2.37443310555;0;1;1;1;1;0;0
3343807;Ecole Vétérinaire de Maisons-Alfort;1001100080001;94046;606255;2424079;48.8150762793, 2.4216317634;0;1;1;1;1;0;0
3343811;Maisons-Alfort-Les Juilliottes;1001100080001;94046;608061;2422682;48.802500401, 2.44618361523;0;1;1;1;1;0;0
3343755;La Motte-Picquet-Grenelle;1001100080001;75115;597150;2427829;48.8488031653, 2.29769423133;0;1;1;1;1;0;0
3343775;Strasbourg-Saint-Denis;1001100080001;75102;601290;2430118;48.8693807393, 2.35407964886;0;1;1;1;1;0;0
3343779;Filles du Calvaire;1001100080001;75103;602220;2429417;48.8630781356, 2.36674588025;0;1;1;1;1;0;0
3343771;Grands Boulevards;1001100080001;75109;600469;2430362;48.8715747028, 2.34289502865;0;1;1;1;1;0;0
3343791;Reuilly-Diderot;1001100080001;75112;603723;2427653;48.8472174603, 2.38720417388;0;1;1;1;1;0;0
3343757;Ecole Militaire;1001100080001;75107;597719;2428436;48.8542608808, 2.30543955721;0;1;1;1;1;0;0
3343335;Balard;1001100080001;75115;595753;2426496;48.836814948, 2.27868334312;0;1;1;1;1;0;0
3343767;Opéra;1001100080001;75109;599650;2430257;48.8706310394, 2.33173704503;0;1;1;1;1;0;0
3343796;Daumesnil (Félix Eboué);1001100080001;75112;604339;2426815;48.8396820994, 2.39558416701;0;1;1;1;1;0;0
3343810;Maisons-Alfort-Stade;1001100080001;94046;607332;2423318;48.8082253066, 2.43627581772;0;1;1;1;1;0;0
3343790;Faidherbe-Chaligny;1001100080001;75111;603519;2427970;48.8500676272, 2.38442876741;0;1;1;1;1;0;0
3343770;Richelieu-Drouot;1001100080001;75109;600250;2430410;48.8720061982, 2.33991138728;0;1;1;1;1;0;0
3343806;Charenton-Ecoles;1001100080001;94018;605683;2424792;48.8214897784, 2.413856759;0;1;1;1;1;0;0
3343774;Bonne Nouvelle;1001100080001;75109;600880;2430251;48.8705767128, 2.34849429038;0;1;1;1;1;0;0
3343800;Porte Dorée;1001100080001;75112;605118;2426350;48.835497212, 2.40618520888;0;1;1;1;1;0;0
3343794;Montgallet;1001100080001;75112;603901;2427311;48.8441426903, 2.38962500951;0;1;1;1;1;0;0
2295;Jasmin;1001100090001;75116;594965;2428235;48.8524384784, 2.26793391967;0;1;1;1;1;0;0
2242;La Muette;1001100090001;75116;595418;2428864;48.8580950089, 2.27409644478;0;1;1;1;1;0;0
2527;République;1001100090001;75111;601988;2429899;48.8674107881, 2.36358782222;0;1;1;1;1;0;0
2459;Saint-Ambroise;1001100090001;75111;602690;2429258;48.8616473835, 2.37314713744;0;1;1;1;1;0;0
2513;Voltaire (Léon Blum);1001100090001;75111;603196;2428815;48.857663685, 2.38003629346;0;1;1;1;1;0;0
2423;Porte de Montreuil;1001100090001;75120;605430;2428340;48.853379837, 2.41045818408;0;1;1;1;1;0;0
2449;Robespierre;1001100090001;93048;606399;2428597;48.8556807674, 2.42365908215;0;1;1;1;1;0;0
2004;Boulogne-Jean-Jaurès;1001100100001;92012;592829;2427107;48.8422801027, 2.23886297203;0;1;1;1;1;0;0
2026;Chardon-Lagache;1001100100001;75116;594891;2427419;48.8451040988, 2.2669360557;0;1;1;1;1;0;0
2031;Charles Michels;1001100100001;75115;596264;2427558;48.8463629347, 2.28563106255;0;1;1;1;1;0;0
1661;Ségur;1001100100001;75115;597853;2427613;48.8468646613, 2.30726884425;0;1;1;1;1;0;0
2354;Michel-Ange-Auteuil;1001100100001;75116;594737;2427734;48.8479339054, 2.26483507384;0;1;1;1;1;0;0
2299;Javel-André-Citroen;1001100100001;75115;595690;2427514;48.8459638397, 2.27781512302;0;1;1;1;1;0;0
2150;Charles Michels;1001100100001;75115;596264;2427558;48.8463629347, 2.28563106255;0;1;1;1;1;0;0
2334;Mabillon;1001100100001;75106;599900;2428278;48.8528450929, 2.33514371518;0;1;1;1;1;0;0
1682;Télégraphe;1001100110001;75120;604563;2430803;48.8755224085, 2.39867650781;0;1;1;1;1;0;0
1905;Jourdain;1001100110001;75120;603877;2430772;48.8752482539, 2.38932943082;0;1;1;1;1;0;0
2066;Belleville;1001100110001;75119;602954;2430404;48.8719457572, 2.37675103804;0;1;1;1;1;0;0
2051;Arts-et-Métiers;1001100110001;75103;601405;2429673;48.8653811353, 2.35564492787;0;1;1;1;1;0;0
1965;Châtelet;1001100110001;75101;600827;2428947;48.8588572436, 2.34776985341;0;1;1;1;1;0;0
2408;Place des Fêtes;1001100110001;75119;604157;2430937;48.8767294281, 2.39314602843;0;1;1;1;1;0;0
1782;Pasteur;1001100120001;75115;598249;2427164;48.8428305013, 2.31266330443;0;1;1;1;1;0;0
1842;Notre-Dame des Champs;1001100120001;75106;599408;2427381;48.8447830076, 2.32844447996;0;1;1;1;1;0;0
1669;Solférino;1001100120001;75107;599015;2428911;48.8585333187, 2.32308924545;0;1;1;1;1;0;0
1906;Jules Joffrin;1001100120001;75118;600574;2432690;48.8924969362, 2.34432840722;0;1;1;1;1;0;0
2337;Mairie d'Issy;1001100120001;92040;595376;2425109;48.8243464852, 2.27356582627;0;1;1;1;1;0;0
2428;Porte de Versailles;1001100120001;75115;596427;2425988;48.832253412, 2.28786413449;0;1;1;1;1;0;0
2512;Volontaires;1001100120001;75115;597906;2427007;48.8414184019, 2.30799364605;0;1;1;1;1;0;0
2365;Montparnasse-Bienvenue;1001100120001;75114;599050;2427297;48.8440275954, 2.32356979388;0;1;1;1;1;0;0
2309;Notre-Dame des Champs;1001100120001;75106;599408;2427381;48.8447830076, 2.32844447996;0;1;1;1;1;0;0
2477;Sèvres-Babylone;1001100120001;75107;599294;2428137;48.8515774282, 2.32689078501;0;1;1;1;1;0;0
2172;Concorde;1001100120001;75108;598892;2429685;48.8654893501, 2.32141178588;0;1;1;1;1;0;0
2496;Trinité-d'Estienne d'Orves;1001100120001;75109;599655;2430891;48.8763289967, 2.33180456518;0;1;1;1;1;0;0
2156;Abbesses;1001100120001;75118;600139;2431789;48.8843996742, 2.33839938084;0;1;1;1;1;0;0
1897;Invalides;1001100130001;75107;598388;2429169;48.8608507489, 2.31454810929;0;1;1;1;1;0;0
1748;Porte de Saint-Ouen;1001100130001;75118;599451;2433248;48.897511692, 2.32902164388;0;1;1;1;1;0;0
1741;Porte de Clichy;1001100130001;75117;598320;2432901;48.8943910919, 2.31360657277;0;1;1;1;1;0;0
1947;Gabriel-Péri;1001100130001;92004;596907;2435370;48.9165747952, 2.29432896135;0;1;1;1;1;0;0
2253;Duroc;1001100130001;75107;598534;2427627;48.8469924601, 2.31654234144;0;1;1;1;1;0;0
2536;La Fourche;1001100130001;75117;599209;2432127;48.8874368018, 2.32572521868;0;1;1;1;1;0;0
2214;Garibaldi;1001100130001;93070;599663;2434235;48.9063821235, 2.33191047013;0;1;1;1;1;0;0
2462;Saint-Denis - Porte de Paris;1001100130001;93066;601443;2436855;48.9299266245, 2.35618614586;0;1;1;1;1;0;0
2268;Mairie de Clichy;1001100130001;92024;597719;2433968;48.9039784414, 2.30540903178;0;1;1;1;1;0;0
1662796;Les Agnettes;1001100130001;92004;596294;2436076;48.9229162908, 2.28596389324;0;1;1;1;1;0;0
1662798;Asnières-Gennevilliers Les Courtilles;1001100130001;92004;596133;2436897;48.9302935821, 2.28376062986;0;1;1;1;1;0;0
1166840;Saint-Lazare;1001100140001;75108;599174;2430806;48.875564597, 2.3252509807;1;0;1;1;1;0;1
1166838;Madeleine;1001100140001;75108;599094;2430140;48.8695789298, 2.32416248546;1;0;1;1;1;0;1
6129304;Pyramides;1001100140001;75102;599846;2429810;48.8666137899, 2.33440752762;1;0;1;1;1;0;1
1166832;Gare de Lyon;1001100140001;75112;602688;2427367;48.8446521102, 2.37310814421;1;0;1;1;1;0;1
1166826;Bibliothèque-François Mitterrand;1001100140001;75113;602910;2425718;48.8298306545, 2.37612000601;1;0;1;1;1;0;1
1166841;Saint-Lazare;1001100140001;75108;599174;2430806;48.875564597, 2.3252509807;1;0;1;1;1;0;1
6129305;Pyramides;1001100140001;75102;599846;2429810;48.8666137899, 2.33440752762;1;0;1;1;1;0;1
1166825;Olympiades;1001100140001;75113;602243;2425397;48.8269482412, 2.36703843005;1;0;1;1;1;0;1
2090;Funiculaire Gare basse;1001101000001;75118;600491;2431810;48.8845882633, 2.34319624903;1;0;0;0;0;0;1
2013;Buttes-Chaumont;1001101070001;75119;603283;2431022;48.8774983378, 2.38123808849;0;1;1;1;1;0;0
2132;Buttes-Chaumont;1001101070001;75119;603283;2431022;48.8774983378, 2.38123808849;0;1;1;1;1;0;0
2124;Bolivar;1001101070001;75119;602747;2431390;48.8808081239, 2.37393711277;0;1;1;1;1;0;0
22792;Orly-Ouest;1001102000001;94054;601627;2414424;48.7283247343, 2.35861264888;1;0;0;0;0;0;1
1983;Conflans-Fin d'Oise;1001102000001;78172;580802;2443477;48.9891484689, 2.07435447398;1;0;0;0;0;0;1
1670;Saint-Germain-en-Laye;1001110010001;78551;582291;2433364;48.8983085676, 2.09511210244;1;0;1;1;1;1;4
1970;Chatou-Croissy;1001110010001;78146;586727;2431887;48.8851420309, 2.15562586369;1;0;1;1;1;1;4
1829;Nanterre-Préfecture;1001110010001;92050;591680;2433048;48.8956598913, 2.22310032472;1;0;1;1;1;1;4
1839;Noisiel;1001110010001;77337;620571;2427273;48.8434849935, 2.61661461052;1;0;1;1;1;1;4
1859;Lognes;1001110010001;77258;621846;2426770;48.8389222959, 2.63394987092;1;0;1;1;1;1;4
161468;Val d'europe;1001110010001;77449;632190;2428617;48.8550877316, 2.77492611826;1;0;1;1;1;1;4
1943;Fontenay-sous-Bois;1001110010001;94033;609423;2427236;48.8434118184, 2.46481539994;1;0;1;1;1;1;4
1680;Sucy Bonneuil;1001110010001;94071;612576;2419191;48.7710514922, 2.50751126501;1;0;1;1;1;1;4
48430;Cergy-Le-Haut;1001102000001;95127;576282;2450136;49.0488353245, 2.01225841561;1;0;0;0;0;0;1
48434;Neuville-Université;1001102000001;95450;581106;2446273;49.0142832167, 2.07837982229;0;0;0;0;0;0;1
2158;Achères-Ville;1001102000001;78005;581038;2441373;48.9702479985, 2.07767192171;1;0;0;0;0;0;1
2771311;Achères Grand Cormier;1001110010001;78498;578342;2437256;48.9331642217, 2.04108350764;1;0;1;1;1;1;4
2102;Auber;1001110010001;75109;599501;2430477;48.8726081392, 2.32970681311;1;0;1;1;1;1;4
2222;Châtelet-Les Halles;1001110010001;75101;600759;2429237;48.8614636698, 2.34684412827;1;0;1;1;1;1;4
2511;Vincennes;1001110010001;94080;607125;2427668;48.8473238304, 2.43353159354;1;0;1;1;1;1;4
2532;Noisy-le-Grand (Mont d'Est);1001110010001;93051;615533;2426958;48.8407951048, 2.54800262639;1;0;1;1;1;1;4
2307;Noisy-Champs;1001110010001;93051;617754;2427172;48.8426610663, 2.57825244785;1;0;1;1;1;1;4
2516;Torcy;1001110010001;77468;623458;2426866;48.8397283819, 2.65590311181;1;0;1;1;1;1;4
161469;Val d'europe;1001110010001;77449;632190;2428617;48.8550877316, 2.77492611826;1;0;1;1;1;1;4
2244;La Varenne-Chennevières;1001110010001;94068;612977;2421849;48.794933504, 2.51304475439;1;0;1;1;1;1;4
1697;Villeparisis;1001110010001;77514;619510;2439473;48.9531603089, 2.60272851855;1;0;1;1;1;1;4
1999;Drancy;1001110010001;93029;608695;2437171;48.9327097684, 2.45510534184;1;0;1;1;1;1;4
1923;Le Bourget;1001110010001;93013;606539;2436943;48.9306861891, 2.42569376628;1;0;1;1;1;1;4
1998;Denfert-Rochereau;1001110020001;75114;599775;2426105;48.8333151451, 2.3334427605;1;0;1;1;1;1;4
2006;Bourg-la-Reine;1001110020001;92014;598210;2420179;48.780050897, 2.31216262263;1;0;1;1;1;1;4
1778;Parc de Sceaux;1001110020001;92002;598039;2419130;48.770621955, 2.30984199318;1;0;1;1;1;1;4
1941;Fontaine-Michalon;1001110020001;92002;597098;2416161;48.7439325227, 2.29706733128;1;0;1;1;1;1;4
1776;Palaiseau Villebon;1001110020001;91477;592676;2412139;48.7077458422, 2.23703952979;1;0;1;1;1;1;4
1924;Le Guichet;1001110020001;91471;589305;2411824;48.7048670134, 2.19126558338;1;0;1;1;1;1;4
2011;Bures-sur-Yvette;1001110020001;91122;587228;2410812;48.6957326095, 2.16308967182;1;0;1;1;1;1;4
2078;Gif-sur-Yvette;1001110020001;91272;585327;2411116;48.6984244547, 2.13726749699;1;0;1;1;1;1;4
1988;Courcelle-sur-Yvette;1001110020001;91272;582517;2411384;48.7007629772, 2.09910052373;1;0;1;1;1;1;4
2508;Villepinte;1001110010001;93078;612887;2440568;48.9631675094, 2.51238782453;1;0;1;1;1;1;4
2503;Vert-Galant;1001110010001;93078;616884;2438474;48.944256914, 2.56685574769;1;0;1;1;1;1;4
2474;Sevran Livry;1001110010001;93071;614531;2437578;48.9362622083, 2.53472278012;1;0;1;1;1;1;4
2119;Blanc-Mesnil;1001110010001;93007;610282;2437117;48.9322011293, 2.47675086789;1;0;1;1;1;1;4
2248;Le Bourget;1001110010001;93013;606539;2436943;48.9306861891, 2.42569376628;1;0;1;1;1;1;4
2530;Port Royal;1001110020001;75105;600027;2426836;48.8398851252, 2.33687343756;1;0;1;1;1;1;4
2166;Cité Universitaire;1001110020001;75114;600234;2424661;48.8203370161, 2.33969097138;1;0;1;1;1;1;4
2097;Arcueil-Cachan;1001110020001;94016;599369;2422227;48.7984604331, 2.32792174881;1;0;1;1;1;1;4
2332;Lozère;1001110020001;91477;590800;2411953;48.7060497522, 2.21156541289;1;0;1;1;1;1;4
2383;Palais-Royal (Musée du Louvre);1001100010001;75101;600005;2429338;48.8623717808, 2.3365735974;0;1;1;1;1;0;0
2083;Champs-Elysées-Clémenceau;1001100010001;75108;598357;2429936;48.8677439853, 2.31412277704;0;1;1;1;1;0;0
2028;Charles de Gaulle-Etoile;1001100010001;75108;596963;2430625;48.8739310535, 2.29512724832;0;1;1;1;1;0;0
2522;Saint-Paul (Le Marais);1001100010001;75104;601823;2428533;48.8551344775, 2.36133433573;0;1;1;1;1;0;0
2443;Reuilly-Diderot;1001100010001;75112;603623;2427668;48.8473528362, 2.38584253671;0;1;1;1;1;0;0
2288;Hôtel de Ville;1001100010001;75104;601143;2428780;48.8573558864, 2.35207356353;0;1;1;1;1;0;0
2155;Châtelet;1001100010001;75101;600839;2428915;48.8585696317, 2.3479332425;0;1;1;1;1;0;0
2216;George V;1001100010001;75108;597377;2430415;48.8720455787, 2.30076918231;0;1;1;1;1;0;0
2371;Nation;1001100010001;75112;604516;2427753;48.8481111908, 2.39800400946;0;1;1;1;1;0;0
2029;Charles de Gaulle-Etoile;1001100020001;75108;596929;2430632;48.8739938, 2.29466395849;0;1;1;1;1;0;0
2086;Barbès-Rochechouart;1001100020001;75109;600956;2431709;48.8836800685, 2.34953280032;0;1;1;1;1;0;0
2547;Barbès-Rochechouart;1001100020001;75109;600956;2431709;48.8836800685, 2.34953280032;0;1;1;1;1;0;0
2398;Philippe Auguste;1001100020001;75111;603908;2428895;48.8583788007, 2.38973472941;0;1;1;1;1;0;0
2041;Alexandre-Dumas;1001100020001;75111;604262;2428678;48.8564263076, 2.39455425432;0;1;1;1;1;0;0
2405;Place de Clichy;1001100020001;75109;599330;2431684;48.8834556108, 2.32737499008;0;1;1;1;1;0;0
1812;Ménilmontant;1001100020001;75111;603518;2429710;48.8657057469, 2.38442937183;0;1;1;1;1;0;0
1910;La Chapelle;1001100020001;75110;601671;2431788;48.8843886576, 2.35927656094;0;1;1;1;1;0;0
2484;Stalingrad;1001100020001;75119;602240;2431766;48.8841892535, 2.36703043864;0;1;1;1;1;0;0
2096;Anvers;1001100020001;75118;600562;2431619;48.8828716494, 2.34416356947;0;1;1;1;1;0;0
2414;Porte Dauphine (Maréchal de Lattre de Tassigny);1001100020001;75116;595476;2430388;48.8717921757, 2.27486995786;0;1;1;1;1;0;0
2204;Gallieni (Parc de Bagnolet);1001100030001;93006;605834;2429440;48.8632624857, 2.41597536517;0;1;1;1;1;0;0
1765;Réaumur-Sébastopol;1001100030001;75102;601173;2429773;48.8662803178, 2.3524847935;0;1;1;1;1;0;0
2050;Arts-et-Métiers;1001100030001;75103;601439;2429692;48.8655518229, 2.35610815179;0;1;1;1;1;0;0
2389;Parmentier;1001100030001;75111;602808;2429660;48.8652598159, 2.37475707838;0;1;1;1;1;0;0
1950;Gambetta;1001100030001;75120;604547;2429608;48.8647826599, 2.39844583044;0;1;1;1;1;0;0
1786;Pereire;1001100030001;75117;597111;2431860;48.8850310205, 2.29713510817;0;1;1;1;1;0;0
1846;Opéra;1001100030001;75109;599688;2430267;48.8707209355, 2.33225474024;0;1;1;1;1;0;0
2196;Bourse;1001100030001;75102;600306;2430049;48.8687617518, 2.34067412548;0;1;1;1;1;0;0
2209;Gare de l'Est (Verdun);1001100070001;75110;601650;2430901;48.8764170121, 2.35898704312;0;1;1;1;1;0;0
2139;Censier-Daubenton;1001100070001;75105;601120;2426915;48.8405942592, 2.35175560961;0;1;1;1;1;0;0
2546;Château Landon;1001100070001;75110;601875;2431128;48.8784565261, 2.36205371292;0;1;1;1;1;0;0
2175;Corentin-Cariou;1001100070001;75119;603360;2432934;48.8946815012, 2.38230219064;0;1;1;1;1;0;0
2373;Poissonnière;1001100070001;75110;600945;2431005;48.8773530545, 2.34938142062;0;1;1;1;1;0;0
2316;Le Peletier;1001100070001;75109;600268;2430739;48.8749630173, 2.34015678752;0;1;1;1;1;0;0
2327;L1s Blanc;1001100070001;75110;602099;2431400;48.8809003874, 2.36510721493;0;1;1;1;1;0;0
1966;Châtelet;1001100070001;75101;600787;2428763;48.8572036047, 2.34722470772;0;1;1;1;1;0;0
3343818;Créteil-Préfecture (Hôtel de Ville);1001100080001;94028;609030;2420153;48.779757217, 2.45931428775;0;1;1;1;1;0;0
3343812;Maisons-Alfort-Les Juilliottes;1001100080001;94046;608061;2422682;48.802500401, 2.44618361523;0;1;1;1;1;0;0
1946;Franklin-Roosevelt;1001100090001;75108;598049;2430055;48.8688125911, 2.30992632114;0;1;1;1;1;0;0
3343798;Michel Bizot;1001100080001;75112;604878;2426516;48.8369909969, 2.40291960354;0;1;1;1;1;0;0
3343784;Chemin Vert;1001100080001;75103;602315;2428806;48.8575865037, 2.36803669161;0;1;1;1;1;0;0
1704;Robespierre;1001100090001;93048;606399;2428597;48.8556807674, 2.42365908215;0;1;1;1;1;0;0
1637;Trocadéro;1001100090001;75116;596354;2429419;48.8630890943, 2.28684037516;0;1;1;1;1;0;0
1936;Exelmans;1001100090001;75116;594392;2427175;48.8429069378, 2.26014439455;0;1;1;1;1;0;0
2014;Buzenval;1001100090001;75120;604765;2428119;48.8513988304, 2.40139892607;0;1;1;1;1;0;0
2206;Gare d'Austerlitz;1001100050001;75113;602033;2427229;48.8434141834, 2.36418838953;0;1;1;1;1;0;0
2164;Bréguet-Sabin;1001100050001;75111;602516;2428715;48.8567679088, 2.37077385505;0;1;1;1;1;0;0
2521;Saint-Marcel;1001100050001;75113;601846;2426787;48.8394422381, 2.36164021079;0;1;1;1;1;0;0
2485;Stalingrad;1001100050001;75119;602264;2431762;48.8841532224, 2.36735747413;0;1;1;1;1;0;0
1930;Edgar-Quinet;1001100060001;75114;599258;2426912;48.8405676854, 2.32640281189;0;1;1;1;1;0;0
1987;Corvisart;1001100060001;75113;600945;2425692;48.8296027042, 2.34937026012;0;1;1;1;1;0;0
1834;Nation;1001100060001;75112;604499;2427680;48.8474552216, 2.39777174028;0;1;1;1;1;0;0
2065;Bel-Air;1001100060001;75112;604747;2427093;48.8421777857, 2.40114243097;0;1;1;1;1;0;0
2382;Ourcq;1001100050001;75119;603594;2432037;48.8866187516, 2.38548413305;0;1;1;1;1;0;0
2287;Hoche;1001100050001;93055;604888;2432581;48.891499343, 2.40312495732;0;1;1;1;1;0;0
2072;Bobigny-Pantin (Raymond Queneau);1001100050001;93008;606482;2433061;48.8957991918, 2.42485729506;0;1;1;1;1;0;0
2550;Bobigny-Pablo-Picasso;1001100050001;93008;608285;2434326;48.9071472718, 2.4494575012;0;1;1;1;1;0;0
2089;Bobigny-Pablo-Picasso;1001100050001;93008;608285;2434326;48.9071472718, 2.4494575012;0;1;1;1;1;0;0
1898;Jacques-Bonsergent;1001100050001;75110;601767;2430265;48.8707007825, 2.36057863225;0;1;1;1;1;0;0
1793;Place d'Italie;1001100050001;75113;601392;2425879;48.8312826147, 2.35545586703;0;1;1;1;1;0;0
2442;Saint-Placide;1001100040001;75106;599306;2427629;48.8470117994, 2.32705510802;0;1;1;1;1;0;0
1767;République;1001100050001;75111;602005;2429922;48.8676174458, 2.3638195181;0;1;1;1;1;0;0
2219;Châtelet;1001100040001;75101;600834;2428885;48.8583000152, 2.34786508424;0;1;1;1;1;0;0
2063;Bastille;1001100050001;75104;602398;2428339;48.8533890715, 2.36916459888;0;1;1;1;1;0;0
2230;Cité;1001100040001;75104;600712;2428594;48.8556848095, 2.3462029262;0;1;1;1;1;0;0
2341;Pont de Levallois-Bécon;1001100030001;92044;595911;2433227;48.8973098644, 2.28076863947;0;1;1;1;1;0;0
1764;Réaumur-Sébastopol;1001100040001;75102;601183;2429747;48.8660466289, 2.35262095068;0;1;1;1;1;0;0
2374;Réaumur-Sébastopol;1001100040001;75102;601183;2429747;48.8660466289, 2.35262095068;0;1;1;1;1;0;0
2110;Barbès-Rochechouart;1001100040001;75109;600943;2431737;48.8839317292, 2.34935570527;0;1;1;1;1;0;0
2061;Barbès-Rochechouart;1001100040001;75109;600943;2431737;48.8839317292, 2.34935570527;0;1;1;1;1;0;0
1996;Denfert-Rochereau;1001100040001;75114;599684;2426212;48.8342767721, 2.33220379397;0;1;1;1;1;0;0
