idptar;nomptar;STIF;CodeINSEE;X;Y;coord;UFR;AnnonceSonoreProchainPassage;AnnonceVisuelleProchainPassage;AnnonceSonoreSituationsPerturbees;AnnonceVisuelleSituationsPerturbees;PAQT;AccessibiliteQuaiTrain
2152;Château Rouge;1001100040001;75118;600944;2432088;48.8870862423, 2.34937006992;0;1;1;1;1;0;0
2467;Saint-Lazare;1001100030001;75108;599199;2430819;48.8756814657, 2.32559158149;0;1;1;1;1;0;0
1733;Saint-Sulpice;1001100040001;75106;599593;2428089;48.8511463143, 2.33096285303;0;1;1;1;1;0;0
1668;Simplon;1001100040001;75118;600744;2432944;48.894779515, 2.34664584169;0;1;1;1;1;0;0
2519;Villejuif-Léo Lagrange;1001100070001;94076;602014;2422818;48.8037696225, 2.36390930306;0;1;1;1;1;0;0
3343759;La Tour-Maubourg;1001100080001;75107;598039;2428766;48.8572278199, 2.30979622249;0;1;1;1;1;0;0
3343773;Bonne Nouvelle;1001100080001;75109;600880;2430251;48.8705767128, 2.34849429038;0;1;1;1;1;0;0
2321;Les Gobelins;1001100070001;75113;601144;2426418;48.836127399, 2.3520811145;0;1;1;1;1;0;0
2301;Mairie d'Ivry;1001100070001;94041;603454;2423647;48.8112144947, 2.3835089254;0;1;1;1;1;0;0
3343338;Boucicaut;1001100080001;75115;596432;2426964;48.8410253145, 2.287923864;0;1;1;1;1;0;0
2412;Porte d'Ivry;1001100070001;75113;602410;2424775;48.8213573215, 2.36930823389;0;1;1;1;1;0;0
1774;Palais-Royal (Musée du Louvre);1001100070001;75101;599923;2429448;48.8633603817, 2.33545659061;0;1;1;1;1;0;0
1657;La Motte-Picquet-Grenelle;1001100060001;75115;597155;2427853;48.8490188876, 2.29776215737;0;1;1;1;1;0;0
2030;Charles de Gaulle-Etoile;1001100060001;75108;596936;2430601;48.8737152275, 2.29475955952;0;1;1;1;1;0;0
2475;Sèvres-Lecourbe;1001100060001;75115;598117;2427405;48.8449961101, 2.31086482671;0;1;1;1;1;0;0
2085;Château Landon;1001100070001;75110;601875;2431128;48.8784565261, 2.36205371292;0;1;1;1;1;0;0
1849;Le Peletier;1001100070001;75109;600268;2430739;48.8749630173, 2.34015678752;0;1;1;1;1;0;0
2217;Glacière;1001100060001;75113;600591;2425832;48.8308613646, 2.34455142997;0;1;1;1;1;0;0
2391;Pasteur;1001100060001;75115;598295;2427073;48.8420127633, 2.3132900405;0;1;1;1;1;0;0
1780;Passy;1001100060001;75116;596262;2428801;48.8575343417, 2.28559270248;0;1;1;1;1;0;0
1847;Opéra;1001100070001;75109;599710;2430249;48.8705591758, 2.33255447872;0;1;1;1;1;0;0
3343781;Saint-Sébastien-Froissart;1001100080001;75103;602258;2429183;48.8609749564, 2.36726229169;0;1;1;1;1;0;0
3343756;La Motte-Picquet-Grenelle;1001100080001;75115;597150;2427829;48.8488031653, 2.29769423133;0;1;1;1;1;0;0
3343780;Filles du Calvaire;1001100080001;75103;602220;2429417;48.8630781356, 2.36674588025;0;1;1;1;1;0;0
3343801;Porte de Charenton;1001100080001;75112;604698;2426034;48.8326603057, 2.40046363512;0;1;1;1;1;0;0
3343805;Charenton-Ecoles;1001100080001;94018;605683;2424792;48.8214897784, 2.413856759;0;1;1;1;1;0;0
3343758;Ecole Militaire;1001100080001;75107;597719;2428436;48.8542608808, 2.30543955721;0;1;1;1;1;0;0
3343783;Chemin Vert;1001100080001;75103;602315;2428806;48.8575865037, 2.36803669161;0;1;1;1;1;0;0
3343778;République;1001100080001;75111;601969;2429928;48.8676714782, 2.36332911744;0;1;1;1;1;0;0
1756;Pré-Saint-Gervais;1001101070001;75119;604554;2431342;48.8803666123, 2.39855961042;0;1;1;1;1;0;0
1872;Mairie de Clichy;1001100130001;92024;597719;2433968;48.9039784414, 2.30540903178;0;1;1;1;1;0;0
48429;Cergy-Le-Haut;1001102000001;95127;576282;2450136;49.0488353245, 2.01225841561;1;0;0;0;0;0;1
1166839;Madeleine;1001100140001;75108;599094;2430140;48.8695789298, 2.32416248546;1;0;1;1;1;0;1
1718;Saint-Fargeau;1001101030001;75120;604966;2430383;48.8717447834, 2.40416253824;0;1;1;1;1;0;0
22791;Orly-Ouest;1001102000001;94054;601627;2414424;48.7283247343, 2.35861264888;1;0;0;0;0;0;1
1861;L1s Blanc;1001101070001;75110;602127;2431436;48.8812238387, 2.36548893272;0;1;1;1;1;0;0
2002;Botzaris;1001101070001;75119;603862;2431221;48.8792836316, 2.38912909357;0;1;1;1;1;0;0
2191;Botzaris;1001101070001;75119;603862;2431221;48.8792836316, 2.38912909357;0;1;1;1;1;0;0
2501;Vaugirard (Adolphe Chérioux);1001100120001;75115;597398;2426787;48.8394392405, 2.30107803914;0;1;1;1;1;0;0
1883;Marcadet-Poissonniers;1001100120001;75118;600957;2432591;48.891606782, 2.34954830766;0;1;1;1;1;0;0
2245;Lamarck-Caulaincourt;1001100120001;75118;600194;2432383;48.889738067, 2.33914908334;0;1;1;1;1;0;0
2052;Assemblée Nationale;1001100120001;75107;598811;2429236;48.8614538635, 2.32030968717;0;1;1;1;1;0;0
3901291;Front Populaire;1001100120001;93001;602107;2434267;48.9066665471, 2.36523013252;0;1;1;1;1;0;0
1667;Sèvres-Babylone;1001100120001;75107;599294;2428137;48.8515774282, 2.32689078501;0;1;1;1;1;0;0
2176;Corentin-Celton;1001100120001;92040;595773;2425385;48.8268298466, 2.27896685824;0;1;1;1;1;0;0
2336;Madeleine;1001100120001;75108;599127;2430164;48.8697946745, 2.32461200869;0;1;1;1;1;0;0
1982;Concorde;1001100120001;75108;598892;2429685;48.8654893501, 2.32141178588;0;1;1;1;1;0;0
1646;Rennes;1001100120001;75106;599377;2427761;48.848198228, 2.32802174529;0;1;1;1;1;0;0
1885;Marne-la-Vallée Chessy;1001110010001;77111;632720;2430112;48.8684969295, 2.78225972723;1;0;1;1;1;1;4
2012;Bussy-Saint-Georges;1001110010001;77058;627424;2426585;48.8370461511, 2.70988412471;1;0;1;1;1;1;4
1689;Val de Fontenay;1001110010001;94033;611169;2428366;48.8535398247, 2.48861963891;1;0;1;1;1;1;4
1713;Rueil-Malmaison;1001110010001;92063;587828;2432116;48.8872220198, 2.1706232016;1;0;1;1;1;1;4
1831;Nanterre-Ville;1001110010001;92050;589680;2433014;48.8953251065, 2.19584047054;1;0;1;1;1;1;4
1643;Sartrouville;1001110010001;78586;586864;2437714;48.9375121425, 2.15731104369;1;0;1;1;1;1;4
1631;Vincennes;1001110010001;94080;607125;2427668;48.8473238304, 2.43353159354;1;0;1;1;1;1;4
1801;Poissy;1001110010001;78498;578342;2437256;48.9331642217, 2.04108350764;1;0;1;1;1;1;4
2053;Auber;1001110010001;75109;599501;2430477;48.8726081392, 2.32970681311;1;0;1;1;1;1;4
1636;Torcy;1001110010001;77468;623458;2426866;48.8397283819, 2.65590311181;1;0;1;1;1;1;4
2025;Champs-Elysées-Clémenceau;1001100130001;75108;598362;2429894;48.8673665297, 2.31419106006;0;1;1;1;1;0;0
2279;Marcadet-Poissonniers;1001100120001;75118;600957;2432591;48.891606782, 2.34954830766;0;1;1;1;1;0;0
1719;Saint-François-Xavier;1001100130001;75107;598379;2428071;48.850982519, 2.31442986127;0;1;1;1;1;0;0
1874;Mairie de Saint-Ouen;1001100130001;93070;599797;2434818;48.9116216396, 2.33373696151;0;1;1;1;1;0;0
1749;Porte de Vanves;1001100130001;75114;597635;2425488;48.8277652858, 2.30431234743;0;1;1;1;1;0;0
1796;Place de Clichy;1001100130001;75109;599322;2431656;48.8832039591, 2.32726602131;0;1;1;1;1;0;0
1888;Guy-Môquet;1001100130001;75118;599339;2432747;48.8930090153, 2.32749583616;0;1;1;1;1;0;0
1799;Plaisance;1001100130001;75114;598337;2425932;48.831758053, 2.31386654651;0;1;1;1;1;0;0
1959;Garibaldi;1001100130001;93070;599663;2434235;48.9063821235, 2.33191047013;0;1;1;1;1;0;0
1656;La Fourche;1001100130001;75117;599209;2432127;48.8874368018, 2.32572521868;0;1;1;1;1;0;0
1706;Aéroport Charles de Gaulle 1;1001110010001;95527;616460;2445833;49.0103995199, 2.56135733564;1;0;1;1;1;1;4
2300;Joinville-le-Pont;1001110010001;94042;609355;2424750;48.8210696376, 2.46383495297;1;0;1;1;1;1;4
2129;Bry-sur-Marne;1001110010001;94015;613956;2427370;48.844534026, 2.52654384297;1;0;1;1;1;1;4
1821;Mitry-Claye;1001110010001;77294;622405;2442009;48.9758558192, 2.64236629857;1;0;1;1;1;1;4
1628;Villepinte;1001110010001;93078;612887;2440568;48.9631675094, 2.51238782453;1;0;1;1;1;1;4
2302;Nation;1001110010001;75112;604425;2427794;48.8484803036, 2.39676520624;1;0;1;1;1;1;4
3343814;Créteil-L'Echat (Hôpital Henri Mondor);1001100080001;94028;608308;2422026;48.7966012568, 2.44953152104;0;1;1;1;1;0;0
1708;Rue de la Pompe (Avenue Georges Mandel);1001100090001;75116;595699;2429549;48.8642533436, 2.2779167587;0;1;1;1;1;0;0
1678;Strasbourg-Saint-Denis;1001100090001;75102;601323;2430101;48.8692278902, 2.35452917205;0;1;1;1;1;0;0
3343802;Porte de Charenton;1001100080001;75112;604698;2426034;48.8326603057, 2.40046363512;0;1;1;1;1;0;0
1816;Michel-Ange-Molitor;1001100090001;75116;594522;2427414;48.8450560883, 2.26191141995;0;1;1;1;1;0;0
1890;Havre-Caumartin;1001100090001;75109;599447;2430568;48.8734259358, 2.32897096996;0;1;1;1;1;0;0
2001;Bonne Nouvelle;1001100090001;75109;600907;2430242;48.8704957916, 2.34886211411;0;1;1;1;1;0;0
1819;Miromesnil;1001100090001;75108;598464;2430580;48.8735320999, 2.31557802153;0;1;1;1;1;0;0
2088;Billancourt;1001100090001;92012;592776;2425973;48.8320876035, 2.23816077354;0;1;1;1;1;0;0
1895;Iéna;1001100090001;75116;596883;2429559;48.8643501589, 2.29404526045;0;1;1;1;1;0;0
3343817;Créteil-Préfecture (Hôtel de Ville);1001100080001;94028;609030;2420153;48.779757217, 2.45931428775;0;1;1;1;1;0;0
3343782;Saint-Sébastien-Froissart;1001100080001;75103;602258;2429183;48.8609749564, 2.36726229169;0;1;1;1;1;0;0
3343795;Daumesnil (Félix Eboué);1001100080001;75112;604339;2426815;48.8396820994, 2.39558416701;0;1;1;1;1;0;0
3343772;Grands Boulevards;1001100080001;75109;600469;2430362;48.8715747028, 2.34289502865;0;1;1;1;1;0;0
3343792;Reuilly-Diderot;1001100080001;75112;603723;2427653;48.8472174603, 2.38720417388;0;1;1;1;1;0;0
3343799;Porte Dorée;1001100080001;75112;605118;2426350;48.835497212, 2.40618520888;0;1;1;1;1;0;0
3343777;République;1001100080001;75111;601969;2429928;48.8676714782, 2.36332911744;0;1;1;1;1;0;0
3343765;Madeleine;1001100080001;75108;599132;2430132;48.8695070869, 2.32468019626;0;1;1;1;1;0;0
3343766;Madeleine;1001100080001;75108;599132;2430132;48.8695070869, 2.32468019626;0;1;1;1;1;0;0
3343754;Commerce;1001100080001;75115;596864;2427363;48.8446136312, 2.29380297684;0;1;1;1;1;0;0
2453;Rue de la Pompe (Avenue Georges Mandel);1001100090001;75116;595699;2429549;48.8642533436, 2.2779167587;0;1;1;1;1;0;0
2005;Boulogne Pont de Saint-Cloud;1001100100001;92012;592054;2426930;48.8406801223, 2.22831365839;0;1;1;1;1;0;0
2488;Strasbourg-Saint-Denis;1001100090001;75102;601323;2430101;48.8692278902, 2.35452917205;0;1;1;1;1;0;0
2353;Michel-Ange-Auteuil;1001100090001;75116;594693;2427733;48.847924552, 2.26423590245;0;1;1;1;1;0;0
2190;Bonne Nouvelle;1001100090001;75109;600907;2430242;48.8704957916, 2.34886211411;0;1;1;1;1;0;0
2311;Oberkampf;1001100090001;75111;602368;2429553;48.8642999032, 2.36876264947;0;1;1;1;1;0;0
2531;Nation;1001100090001;75112;604491;2427853;48.8490101129, 2.39766460946;0;1;1;1;1;0;0
1927;Duroc;1001100100001;75107;598563;2427611;48.8468487281, 2.3169373075;0;1;1;1;1;0;0
1826;Montparnasse-Bienvenue;1001100120001;75114;599050;2427297;48.8440275954, 2.32356979388;0;1;1;1;1;0;0
2271;Mairie des Lilas;1001100110001;93045;605809;2431308;48.880051021, 2.41566020273;0;1;1;1;1;0;0
1986;Corentin-Celton;1001100120001;92040;595773;2425385;48.8268298466, 2.27896685824;0;1;1;1;1;0;0
1984;Convention;1001100120001;75115;597054;2426531;48.8371369088, 2.29639608682;0;1;1;1;1;0;0
2492;Télégraphe;1001100110001;75120;604563;2430803;48.8755224085, 2.39867650781;0;1;1;1;1;0;0
1632;Volontaires;1001100120001;75115;597906;2427007;48.8414184019, 2.30799364605;0;1;1;1;1;0;0
1938;Falguière;1001100120001;75115;598609;2427330;48.8443233422, 2.31756467285;0;1;1;1;1;0;0
2436;Pyrénées;1001100110001;75120;603551;2430613;48.8738211316, 2.38488636886;0;1;1;1;1;0;0
2439;Rambuteau;1001100110001;75104;601232;2429207;48.8611933549, 2.35328695654;0;1;1;1;1;0;0
2238;La Défense (Grande Arche);1001110010001;92062;592698;2432640;48.8920056133, 2.23698312048;1;0;1;1;1;1;4
1919;La Varenne-Chennevières;1001110010001;94068;612977;2421849;48.794933504, 2.51304475439;1;0;1;1;1;1;4
1848;Le Parc de Saint-Maur;1001110010001;94068;610958;2422982;48.8051541254, 2.48560756857;1;0;1;1;1;1;4
2480;Saint-Germain-en-Laye;1001110010001;78551;582291;2433364;48.8983085676, 2.09511210244;1;0;1;1;1;1;4
1671;Saint-Maur Créteil;1001110010001;94068;609961;2423121;48.8064195682, 2.47204504761;1;0;1;1;1;1;4
2317;Le Vésinet-Centre;1001110010001;78650;585169;2432442;48.8900956656, 2.13437461099;1;0;1;1;1;1;4
2318;Le Vésinet-Le Pecq;1001110010001;78650;584251;2433363;48.8983508533, 2.12182892211;1;0;1;1;1;1;4
2370;Nanterre-Ville;1001110010001;92050;589680;2433014;48.8953251065, 2.19584047054;1;0;1;1;1;1;4
2211;Gare de Lyon;1001110010001;75112;602742;2427384;48.8448046743, 2.37384356794;1;0;1;1;1;1;4
2523;Sartrouville;1001110010001;78586;586864;2437714;48.9375121425, 2.15731104369;1;0;1;1;1;1;4
1672;Saint-Michel Notre-Dame;1001110020001;75105;600738;2428401;48.8539502053, 2.34655673141;1;0;1;1;1;1;4
1942;Fontenay-aux-Roses;1001110020001;92032;596720;2421037;48.7877565604, 2.29189184957;1;0;1;1;1;1;4
2105;Aulnay-sous-Bois;1001110010001;93005;611496;2437109;48.9321087219, 2.49330955925;1;0;1;1;1;1;4
1866;Luxembourg;1001110020001;75105;600289;2427603;48.8467785183, 2.34044117784;0;0;1;1;1;1;4
1771;Orsay-Ville;1001110020001;91471;588627;2411017;48.6976016061, 2.18207974521;1;0;1;1;1;0;4
1775;Palaiseau;1001110020001;91477;593374;2413270;48.7179193959, 2.24650141299;1;0;1;1;1;1;4
2059;Bagneux;1001110020001;94016;598884;2421648;48.7932557555, 2.32132499298;1;0;1;1;1;1;4
2243;La Plaine-Stade de France;1001110010001;93066;601914;2435541;48.9181166004, 2.36260451523;1;0;1;1;1;1;4
1745;Porte de Montreuil;1001100090001;75120;605430;2428340;48.853379837, 2.41045818408;0;1;1;1;1;0;0
1873;Mairie de Montreuil;1001100090001;93048;607732;2429333;48.8622809456, 2.44182767579;0;1;1;1;1;0;0
2261;Exelmans;1001100090001;75116;594392;2427175;48.8429069378, 2.26014439455;0;1;1;1;1;0;0
2355;Michel-Ange-Molitor;1001100090001;75116;594522;2427414;48.8450560883, 2.26191141995;0;1;1;1;1;0;0
2440;Ranelagh;1001100090001;75116;595114;2428576;48.8555043622, 2.26995917492;0;1;1;1;1;0;0
2517;Trocadéro;1001100090001;75116;596354;2429419;48.8630890943, 2.28684037516;0;1;1;1;1;0;0
2201;Franklin-Roosevelt;1001100090001;75108;598049;2430055;48.8688125911, 2.30992632114;0;1;1;1;1;0;0
2133;Buzenval;1001100090001;75120;604765;2428119;48.8513988304, 2.40139892607;0;1;1;1;1;0;0
2183;Croix-de-Chavaux (Jacques Duclos);1001100090001;93048;607295;2428856;48.8579990325, 2.43586689234;0;1;1;1;1;0;0
8433;Porte d'Auteuil;1001100100001;75116;594213;2427767;48.8482259396, 2.25769888233;0;1;1;1;1;0;0
1903;Javel-André-Citroen;1001100100001;75115;595690;2427514;48.8459638397, 2.27781512302;0;1;1;1;1;0;0
2057;Avenue Emile-Zola;1001100100001;75115;596985;2427612;48.8468521112, 2.2954488246;0;1;1;1;1;0;0
1653;Odéon;1001100100001;75106;600173;2428219;48.8523148404, 2.338861717;0;1;1;1;1;0;0
1952;Gare d'Austerlitz;1001100100001;75113;602013;2427263;48.8437198206, 2.36391621383;0;1;1;1;1;0;0
2167;Cluny-La Sorbonne;1001100100001;75105;600626;2428050;48.8507957149, 2.34503088503;0;1;1;1;1;0;0
1753;Porte des Lilas;1001100110001;75120;605139;2430994;48.8772346759, 2.40652683971;0;1;1;1;1;0;0
1761;Rambuteau;1001100110001;75104;601232;2429207;48.8611933549, 2.35328695654;0;1;1;1;1;0;0
2431;Porte des Lilas;1001100110001;75120;605139;2430994;48.8772346759, 2.40652683971;0;1;1;1;1;0;0
2218;Goncourt (Hôpital Saint-L1s);1001100110001;75110;602515;2430189;48.8700153145, 2.37076879569;0;1;1;1;1;0;0
2289;Hôtel de Ville;1001100110001;75104;601098;2428830;48.8578053324, 2.35146077318;0;1;1;1;1;0;0
1870;Mairie d'Issy;1001100120001;92040;595376;2425109;48.8243464852, 2.27356582627;0;1;1;1;1;0;0
1691;Vaugirard (Adolphe Chérioux);1001100120001;75115;597398;2426787;48.8394392405, 2.30107803914;0;1;1;1;1;0;0
1720;Saint-Georges;1001100120001;75109;600097;2431143;48.8785939145, 2.33782696558;0;1;1;1;1;0;0
2174;Convention;1001100120001;75115;597054;2426531;48.8371369088, 2.29639608682;0;1;1;1;1;0;0
2392;Pasteur;1001100120001;75115;598249;2427164;48.8428305013, 2.31266330443;0;1;1;1;1;0;0
2263;Falguière;1001100120001;75115;598609;2427330;48.8443233422, 2.31756467285;0;1;1;1;1;0;0
2526;Rennes;1001100120001;75106;599377;2427761;48.848198228, 2.32802174529;0;1;1;1;1;0;0
2267;Jules Joffrin;1001100120001;75118;600574;2432690;48.8924969362, 2.34432840722;0;1;1;1;1;0;0
1787;Pernety;1001100130001;75114;598634;2426174;48.833933779, 2.31790896883;0;1;1;1;1;0;0
1948;Gaîté;1001100130001;75114;598972;2426710;48.8387517806, 2.32250918289;0;1;1;1;1;0;0
1827;Montparnasse-Bienvenue;1001100130001;75114;598862;2427080;48.8420769794, 2.32101044622;0;1;1;1;1;0;0
1820;Miromesnil;1001100130001;75108;598498;2430572;48.8734602847, 2.31604128558;0;1;1;1;1;0;0
1692060;Carrefour-Pleyel;1001100130001;93070;600543;2435744;48.9199434643, 2.34390941645;0;1;1;1;1;0;0
1716;Basilique de Saint-Denis;1001100130001;93066;601696;2437584;48.9364774519, 2.35963974197;0;1;1;1;1;0;0
1662795;Les Agnettes;1001100130001;92004;596294;2436076;48.9229162908, 2.28596389324;0;1;1;1;1;0;0
1662797;Asnières-Gennevilliers Les Courtilles;1001100130001;92004;596133;2436897;48.9302935821, 2.28376062986;0;1;1;1;1;0;0
2276;Malakoff-Rue Etienne Dolet;1001100130001;92020;597118;2424035;48.8147040198, 2.29728472684;0;1;1;1;1;0;0
2372;Plaisance;1001100130001;75114;598337;2425932;48.831758053, 2.31386654651;0;1;1;1;1;0;0
2397;Pernety;1001100130001;75114;598634;2426174;48.833933779, 2.31790896883;0;1;1;1;1;0;0
2293;Invalides;1001100130001;75107;598388;2429169;48.8608507489, 2.31454810929;0;1;1;1;1;0;0
2144;Champs-Elysées-Clémenceau;1001100130001;75108;598362;2429894;48.8673665297, 2.31419106006;0;1;1;1;1;0;0
2469;Saint-Lazare;1001100130001;75108;599096;2430862;48.8760677736, 2.32418809744;0;1;1;1;1;0;0
1166827;Bibliothèque-François Mitterrand;1001100140001;75113;602910;2425718;48.8298306545, 2.37612000601;1;0;1;1;1;0;1
2552;Funiculaire Gare haute;1001101000001;75118;600485;2431919;48.8855678748, 2.34311459507;1;0;0;0;0;0;1
1659;Gambetta;1001101030001;75120;604561;2429627;48.8649533218, 2.39863674401;0;1;1;1;1;0;0
2393;Pelleport;1001101030001;75120;604745;2429991;48.868223402, 2.40114727627;0;1;1;1;1;0;0
2539;Gambetta;1001101030001;75120;604561;2429627;48.8649533218, 2.39863674401;0;1;1;1;1;0;0
2075;Bolivar;1001101070001;75119;602747;2431390;48.8808081239, 2.37393711277;0;1;1;1;1;0;0
22793;Orly-Sud;1001102000001;94054;602337;2414352;48.7276754473, 2.36825867653;1;0;0;0;0;0;1
22790;Antony;1001102000001;92002;597371;2417336;48.7544948531, 2.30077014673;1;0;0;0;0;0;1
48433;Neuville-Université;1001102000001;95450;581106;2446273;49.0142832167, 2.07837982229;0;0;0;0;0;0;1
2039;Achères-Ville;1001102000001;78005;581038;2441373;48.9702479985, 2.07767192171;1;0;0;0;0;0;1
1904;Joinville-le-Pont;1001110010001;94042;609355;2424750;48.8210696376, 2.46383495297;1;0;1;1;1;1;4
2074;Boissy-Saint-Léger;1001110010001;94004;612412;2417181;48.7529886038, 2.50522284262;1;0;1;1;1;1;4
2173;Conflans-Fin d'Oise;1001102000001;78172;580802;2443477;48.9891484689, 2.07435447398;1;0;0;0;0;0;1
2274;Maisons-Laffitte;1001110010001;78358;585909;2438666;48.9460471916, 2.14425167331;1;0;1;1;1;1;4
2368;Nanterre-Préfecture;1001110010001;92050;591680;2433048;48.8956598913, 2.22310032472;1;0;1;1;1;1;4
2306;Noisiel;1001110010001;77337;620571;2427273;48.8434849935, 2.61661461052;1;0;1;1;1;1;4
2481;Saint-Maur Créteil;1001110010001;94068;609961;2423121;48.8064195682, 2.47204504761;1;0;1;1;1;1;4
2315;Le Parc de Saint-Maur;1001110010001;94068;610958;2422982;48.8051541254, 2.48560756857;1;0;1;1;1;1;4
2123;Boissy-Saint-Léger;1001110010001;94004;612412;2417181;48.7529886038, 2.50522284262;1;0;1;1;1;1;4
1663;Sevran-Beaudottes;1001110010001;93071;613745;2438853;48.9477376104, 2.52404227481;1;0;1;1;1;1;4
1664;Sevran Livry;1001110010001;93071;614531;2437578;48.9362622083, 2.53472278012;1;0;1;1;1;1;4
1918;La Plaine-Stade de France;1001110010001;93066;601914;2435541;48.9181166004, 2.36260451523;1;0;1;1;1;1;4
2045;Antony;1001110020001;92002;597378;2417373;48.7548274442, 2.30086506726;1;0;1;1;1;1;4
1853;Les Baconnets;1001110020001;92002;596401;2415655;48.7393808872, 2.28759904436;1;0;1;1;1;1;4
1810;Massy-Verrières;1001110020001;91377;595347;2415124;48.7346012614, 2.27328170666;1;0;1;1;1;1;4
1914;La Hacquinière;1001110020001;91122;586460;2410739;48.6950606912, 2.15266413344;1;0;1;1;1;1;4
48432;Aéroport Charles de Gaulle 2 TGV;1001110010001;95527;617164;2445145;49.0041985468, 2.57094642069;1;0;1;1;1;1;4
2360;Mitry-Claye;1001110010001;77294;622405;2442009;48.9758558192, 2.64236629857;1;0;1;1;1;1;4
2473;Villeparisis;1001110010001;77514;619510;2439473;48.9531603089, 2.60272851855;1;0;1;1;1;1;4
2103;La Courneuve-Aubervilliers;1001110010001;93001;603512;2436199;48.9240233942, 2.38440066136;1;0;1;1;1;1;4
2126;Gare du Nord;1001110010001;75110;601473;2431393;48.8808391651, 2.35657701202;1;0;1;1;1;1;4
2540;Sceaux;1001110020001;92071;597140;2420317;48.7812872777, 2.29760964767;1;0;1;1;1;1;4
2197;Fontenay-aux-Roses;1001110020001;92032;596720;2421037;48.7877565604, 2.29189184957;1;0;1;1;1;1;4
2348;Massy-Palaiseau;1001110020001;91377;594320;2413962;48.7241484853, 2.25934234562;1;0;1;1;1;1;4
2386;Palaiseau Villebon;1001110020001;91477;592676;2412139;48.7077458422, 2.23703952979;1;0;1;1;1;1;4
2127;Gif-sur-Yvette;1001110020001;91272;585327;2411116;48.6984244547, 2.13726749699;1;0;1;1;1;1;4
3343762;Invalides;1001100080001;75107;598395;2429196;48.8610934269, 2.31464335201;0;1;1;1;1;0;0
3343768;Opéra;1001100080001;75109;599650;2430257;48.8706310394, 2.33173704503;0;1;1;1;1;0;0
2507;Sevran-Beaudottes;1001110010001;93071;613745;2438853;48.9477376104, 2.52404227481;1;0;1;1;1;1;4
2349;Massy-Verrières;1001110020001;91377;595347;2415124;48.7346012614, 2.27328170666;1;0;1;1;1;1;4
2333;Luxembourg;1001110020001;75105;600289;2427603;48.8467785183, 2.34044117784;0;0;1;1;1;1;4
2215;Gentilly;1001110020001;94037;600321;2424150;48.8157442651, 2.34087477169;1;0;1;1;1;1;4
2246;Laplace;1001110020001;94003;599761;2423248;48.8076372956, 2.33325414336;1;0;1;1;1;1;4
2188;Drancy;1001110010001;93029;608695;2437171;48.9327097684, 2.45510534184;1;0;1;1;1;1;4
2095;Antony;1001110020001;92002;597378;2417373;48.7548274442, 2.30086506726;1;0;1;1;1;1;4
2283;La Défense (Grande Arche);1001100010001;92062;592772;2432620;48.8918267141, 2.23799203988;0;1;1;1;1;0;0
2154;Château de Vincennes;1001100010001;94080;607641;2427335;48.8443251036, 2.44055234288;0;1;1;1;1;0;0
1698;Reuilly-Diderot;1001100010001;75112;603623;2427668;48.8473528362, 2.38584253671;0;1;1;1;1;0;0
1892;Hôtel de Ville;1001100010001;75104;601143;2428780;48.8573558864, 2.35207356353;0;1;1;1;1;0;0
2331;Louvre-Rivoli;1001100010001;75101;600328;2429172;48.8608798168, 2.34097327248;0;1;1;1;1;0;0
1755;Porte Maillot;1001100010001;75117;596034;2431079;48.8780061355, 2.28246563667;0;1;1;1;1;0;0
1725;Saint-Mandé;1001100010001;94007;606058;2427546;48.8462382158, 2.41899982478;0;1;1;1;1;0;0
2048;Argentine;1001100010001;75117;596546;2430819;48.8756724452, 2.28944416115;0;1;1;1;1;0;0
2111;Bastille;1001100010001;75104;602402;2428293;48.8529756339, 2.36921882111;0;1;1;1;1;0;0
1980;Concorde;1001100010001;75108;598876;2429706;48.8656780557, 2.32119376847;0;1;1;1;1;0;0
2413;Porte d'Orléans (Général Leclerc);1001100040001;75114;599160;2424937;48.8228170194, 2.32507262181;0;1;1;1;1;0;0
1932;Eglise de Pantin;1001100050001;93055;605605;2432819;48.8936324872, 2.4129002627;0;1;1;1;1;0;0
1665;Sèvres-Lecourbe;1001100060001;75115;598117;2427405;48.8449961101, 2.31086482671;0;1;1;1;1;0;0
1641;Saint-Marcel;1001100050001;75113;601846;2426787;48.8394422381, 2.36164021079;0;1;1;1;1;0;0
1675;Stalingrad;1001100050001;75119;602264;2431762;48.8841532224, 2.36735747413;0;1;1;1;1;0;0
1922;Laumière;1001100050001;75119;603125;2431849;48.8849315698, 2.37909124357;0;1;1;1;1;0;0
2247;Laumière;1001100050001;75119;603125;2431849;48.8849315698, 2.37909124357;0;1;1;1;1;0;0
1901;Jaurès;1001100050001;75119;602501;2431620;48.8828761755, 2.37058633283;0;1;1;1;1;0;0
1789;Picpus;1001100060001;75112;604794;2427443;48.8453230738, 2.40178631043;0;1;1;1;1;0;0
1772;Ourcq;1001100050001;75119;603594;2432037;48.8866187516, 2.38548413305;0;1;1;1;1;0;0
1802;Pont de Levallois-Bécon;1001100030001;92044;595911;2433227;48.8973098644, 2.28076863947;0;1;1;1;1;0;0
2415;Porte de Bagnolet;1001100030001;75120;605309;2429559;48.8643364947, 2.4088253727;0;1;1;1;1;0;0
1760;Quatre Septembre;1001100030001;75102;599987;2430149;48.8696605314, 2.33632827831;0;1;1;1;1;0;0
2471;Rue Saint-Maur;1001100030001;75111;603699;2429403;48.8629456209, 2.38689240121;0;1;1;1;1;0;0
